artist,album,title,duration,playcount,rating,rating_interpretation
"Thousand Foot Krutch","Welcome To The Masquerade","Welcome To The Masquerade","3:42","2","5","thumbs-up"
"The Hives","The Black & White Album","Well All Right","3:30","1","0","not-rated"
"Kendrick Lamar","To Pimp A Butterfly","E  Wesley's Theory","4:47","10","0","not-rated"
"AFI","Art of Drowning","Wester","3:03","4","5","thumbs-up"
"The Dear Hunter","The Color Spectrum The Complete Collection","We've Got A Score To Settle (Red)","3:45","26","5","thumbs-up"
"Barenaked Ladies","Are Men","What A Letdown","3:50","1","0","not-rated"
"Shinedown","The Sound Of Madness","What A Shame","4:19","2","0","not-rated"
"Joseph William Morgan","Run for Cover","What a Wonderful World (feat. Shadow Royale)","2:32","22","5","thumbs-up"
"Flume & Chet Faker","Lockjaw - Single","What About Us","5:08","3","0","not-rated"
"Thousand Foot Krutch","The Flame in All of Us","What Do We Know?","3:19","3","0","not-rated"
"Nero","Between II Worlds","What Does Love Mean","4:09","3","0","not-rated"
"The Strokes","Room On Fire","What Ever Happened?","2:55","1","0","not-rated"
"The Dear Hunter","Act III: Life And Death","What It Means To Be Alone","4:49","52","5","thumbs-up"
"Linkin Park","Living Things","What I've Done (Live)","4:05","2","0","not-rated"
"Hadouken!","Music For An Accelerated Culture","What She Did","3:18","1","0","not-rated"
"The Dear Hunter","The Color Spectrum The Complete Collection","What Time Taught Us (Indigo)","4:07","11","undefined","never-rated"
"Korn","The Paradigm Shift","E  What We Do","4:06","14","0","not-rated"
"Innerpartysystem","Innerpartysystem","What We Will Never Know","4:16","5","0","not-rated"
"Plan B","The Defamation Of Strickland Banks","What You Gonna Do","4:10","2","0","not-rated"
"Flume","Flume: Deluxe Edition","What You Need","4:11","10","0","not-rated"
"The Dear Hunter","The Color Spectrum The Complete Collection","What You Said (Blue)","5:04","17","0","not-rated"
"The Heavy","The House That Dirt Built","What You Want Me To Do?","3:23","3","0","not-rated"
"Disclosure","Settle (Deluxe)","What's In Your Head","5:31","2","0","not-rated"
"Maximum The Hormone","Bu-ikikaesu","What's Up, People?","4:10","7","4",""
"Everything Everything","Get To Heaven (Deluxe)","The Wheel (Is Turning Now)","5:28","5","undefined","never-rated"
"Shadow of the Sun","Monument","The Wheelhorse","5:59","1","0","not-rated"
"Fink","Perfect Darkness","Wheels","3:04","","undefined","never-rated"
"Foo Fighters","Greatest Hits","Wheels","4:39","2","0","not-rated"
"Disclosure","Settle (Deluxe)","When a Fire Starts To Burn","4:44","4","5","thumbs-up"
"Killswitch Engage","The End Of Heartache","When Darkness Falls","3:53","5","5","thumbs-up"
"Netsky","2","When Darkness Falls (feat. Bridgette Amofah)","3:53","3","0","not-rated"
"Netsky","2 Deluxe","When Darkness Falls (feat. Bridgette Amofah)","3:52","4","undefined","never-rated"
"Alex Clare","The Lateness Of the Hour","When Doves Cry","4:09","12","4",""
"Extreme","Pornograffitti","When I First Kissed You","4:01","3","0","not-rated"
"Rizzle Kicks/Rizzle Kicks","Stereo Typical","When I Was A Youngster","2:56","4","5","thumbs-up"
"3 Doors Down","Away From The Sun","When I'm Gone","4:22","4","undefined","never-rated"
"Extreme","Pornograffitti","When I'm President","4:22","3","0","not-rated"
"Thousand Foot Krutch","Set It Off","When In Doubt","3:27","4","0","not-rated"
"Incubus","Make Yourself","When It Comes","4:00","","undefined","never-rated"
"Gary Clark Jr.","Blak And Blu","When My Train Pulls In","7:45","15","0","not-rated"
"Gary Clark Jr.","The Bright Lights EP","When My Train Pulls In (Live) [Solo Acoustic]","8:12","","undefined","never-rated"
"Coheed & Cambria","Year Of The Black Rainbow","When Skeletons Live","4:17","10","0","not-rated"
"Iron Maiden","The Book Of Souls","When The River Runs Deep","5:52","1","undefined","never-rated"
"Guano Apes","Bel Air","When the Ships Arrive","4:06","2","0","not-rated"
"Arctic Monkeys","Whatever People Say I Am, That's What I'm Not","When The Sun Goes Down","3:21","4","0","not-rated"
"Jamiroquai","High Times - Singles 1992-2006","When You Gonna Learn? (Remastered for 2006)","3:49","3","0","not-rated"
"The Forster King Band","Keep The Music Playing","When You Gonna Realise?","6:15","1","5","thumbs-up"
"Sons Of The Sea","Sons of the Sea","Where All the Songs Come from","4:10","8","undefined","never-rated"
"Cristobal Tapia de Veer","Utopia (Original Television Soundtrack)","Where Is Jessica Hyde? Part 1","3:39","1","0","not-rated"
"Cristobal Tapia de Veer","Utopia (Original Television Soundtrack)","Where Is Jessica Hyde? Part 2","4:08","1","undefined","never-rated"
"The Dear Hunter","Act II: The Meaning Of, And All Things Regarding Ms. Leading","Where the Road Parts","4:29","16","undefined","never-rated"
"The Dear Hunter","Live","Where the Road Parts","4:41","8","undefined","never-rated"
"Newton Faulkner","Studio Zoo","Where to Start","3:10","6","0","not-rated"
"Good Charlotte","Good Morning Revival","Where Would We Be Now","3:59","2","0","not-rated"
"Metallica","The Greatest Hits","Wherever I May Roam","6:45","1","0","not-rated"
"Metallica","S & M","Wherever I May Roam [Explicit]","7:02","1","0","not-rated"
"Incubus","Monuments and Melodies","While All The Vultures Feed","3:53","1","0","not-rated"
"Metallica","The Greatest Hits","Whiplash","4:10","1","0","not-rated"
"The Dear Hunter","Migrant Reprise","Whisper","3:58","33","undefined","never-rated"
"Evanescence","Fallen","Whisper","5:28","3","5","thumbs-up"
"Anberlin","Blueprints For City Friendships: The Anberlin Anthology","A Whisper & A Clamor","3:26","5","0","not-rated"
"Anberlin","Cities","A Whisper & a Clamor","3:25","3","5","thumbs-up"
"Alex Clare","The Lateness Of the Hour","Whispering","4:31","14","0","not-rated"
"Jeremy Soule","Guild Wars 2 Original Game Soundtrack","Whispers in the Dark","1:38","","0","not-rated"
"Mikolai Stroinski","The Witcher 3: Wild Hunt - Official Soundtrack","Whispers of Oxenfurt","2:34","7","0","not-rated"
"Netsky","2","The Whistle Song (feat. Dynamite MC)","4:40","7","0","not-rated"
"Netsky","2 Deluxe","The Whistle Song (feat. Dynamite MC)","4:39","8","undefined","never-rated"
"Mumford & Sons","Sigh No More","White Blank Page","4:15","2","0","not-rated"
"Evoka","Cries From the Castlegate Empire","White Flag","4:06","2","0","not-rated"
"Fink","Hard Believer","White Flag","5:03","17","0","not-rated"
"Disclosure","Settle (Deluxe)","White Noise (feat. AlunaGeorge)","4:38","3","0","not-rated"
"Skindred","Shark Bites and Dog Fights","Who Are You?","5:04","3","0","not-rated"
"Shadow of the Sun","Monument","Who Cares? (Acoustic)","5:16","1","0","not-rated"
"Breed 77","Insects","Who I Am","5:15","4","0","not-rated"
"AFI","EP Songs","Who Said You Could Touch Me?","3:14","1","0","not-rated"
"Fink","Perfect Darkness","Who Says","5:04","","undefined","never-rated"
"Pearl Jam","Rearviewmirror: Greatest Hits 1991-2003","Who You Are","3:53","","undefined","never-rated"
"Within Temptation feat. Dave Pirner","Hydra","Whole World Is Watching (feat. Dave Pirner)","4:03","6","undefined","never-rated"
"In This Moment","Blood","E  Whore","4:05","3","undefined","never-rated"
"John Boutte","Jambalaya","Why","4:24","2","0","not-rated"
"A.C.T.","Today's Report","Why Bother","4:50","1","0","not-rated"
"No Devotion","Permanence","Why Can't I Be With You?","4:00","3","undefined","never-rated"
"Jon Lajoie","You Want Some of This?","E  Why Did You Leave Me?","0:38","","undefined","never-rated"
"Flight Facilities","Down To Earth","Why Do You Feel","4:06","","undefined","never-rated"
"Barenaked Ladies","Are Men","Why Say Anything Nice?","3:44","2","0","not-rated"
"Philip Glass","Glass: Solo Piano","Wichita Sutra Vortex","6:52","14","0","not-rated"
"The Rasmus","Hell Of A Collection","Wicked Moments","2:55","1","5","thumbs-up"
"Eminem","The Marshall Mathers LP2","Wicked Ways","6:32","1","0","not-rated"
"Iron Maiden","Brave New World","The Wicker Man","4:36","3","undefined","never-rated"
"Mikolai Stroinski","The Witcher 3: Wild Hunt - Official Soundtrack","Widow-maker","2:10","4","0","not-rated"
"The Prodigy","The Day Is My Enemy","Wild Frontier","4:28","3","undefined","never-rated"
"Cee Lo Green","The Lady Killer [Explicit]","Wildflower","4:04","1","0","not-rated"
"36 Crazyfists","Rest Inside the Flames","Will Put this in by Hand","2:50","2","0","not-rated"
"Disclosure","Caracal (Deluxe)","Willing & Able","4:52","1","undefined","never-rated"
"Coheed & Cambria","Good Apollo, I'm Burning Star IV, Volume 1: From Fear Through The Eyes Of Madness","The Willing Well I: Fuel For The Feeding End","7:18","8","0","not-rated"
"Coheed & Cambria","Good Apollo, I'm Burning Star IV, Volume 1: From Fear Through The Eyes Of Madness","The Willing Well II: Fear Through The Eyes Of Madness","7:29","8","0","not-rated"
"Coheed & Cambria","Good Apollo, I'm Burning Star IV, Volume 1: From Fear Through The Eyes Of Madness","The Willing Well III: Apollo II: The Telling Truth","7:19","8","4",""
"Coheed & Cambria","Good Apollo, I'm Burning Star IV, Volume 1: From Fear Through The Eyes Of Madness","The Willing Well IV: The Final Cut","7:40","6","5","thumbs-up"
"Big Big Train","English Electric (Part One)","Winchester from St Giles' Hill","7:16","1","undefined","never-rated"
"Barenaked Ladies","Are Me","Wind It Up","4:28","1","0","not-rated"
"Bernhoft","Islander","Wind You Up","3:27","26","5","thumbs-up"
"AWOLNATION","Run","Windows","3:37","9","5","thumbs-up"
"Tool","10,000 Days","Wings for Marie, Pt. 1","6:12","2","0","not-rated"
"Grant Kirkhope","Viva Piñata: Original Soundtrack","Winter Shines","2:23","4","0","not-rated"
"Mumford & Sons","Sigh No More","Winter Winds","3:40","2","5","thumbs-up"
"AFI","EP Songs","A Winter's Tale","3:25","5","5","thumbs-up"
"A","Teen Dance Ordinance","Wisdom","4:26","1","0","not-rated"
"Ashes Divide","Keep Telling Myself It's Alright (Uk Version)","Wish","2:53","1","undefined","never-rated"
"Thousand Foot Krutch","The Flame in All of Us","Wish You Well","3:50","2","0","not-rated"
"Incubus","Monuments and Melodies","Wish You Were Here","3:34","3","0","not-rated"
"Pearl Jam","Rearviewmirror: Greatest Hits 1991-2003","Wishlist","3:26","","undefined","never-rated"
"Mikolai Stroinski","The Witcher 3: Wild Hunt - Official Soundtrack","Witch Hunters","2:40","2","0","not-rated"
"Pendulum","Immersion","Witchcraft","4:13","5","5","thumbs-up"
"36 Crazyfists","A Snow Capped Romance","With Nothing Underneath","3:29","2","0","not-rated"
"Linkin Park","Hybrid Theory (Bonus Track Version)","With You","3:23","8","5","thumbs-up"
"Lmfao","Sorry For Party Rocking [Explicit]","With You","4:14","2","0","not-rated"
"Skrillex","Scary Monsters And Nice Sprites EP [Explicit]","With You, Friends (Long Drive)","6:29","4","0","not-rated"
"Daft Punk","Random Access Memories","Within","3:46","23","0","not-rated"
"Kanye West","The Life of Pablo","Wolves","3:51","1","0","not-rated"
"AWOLNATION","Run","Woman Woman","3:38","10","0","not-rated"
"Good Charlotte","The Young and the Hopeless","Wondering","3:33","2","0","not-rated"
"Eminem","Recovery [Explicit]","Won't Back Down [Explicit]","4:26","2","0","not-rated"
"The Hives","The Black & White Album","Won't Be Long","3:47","2","0","not-rated"
"Newton Faulkner","Rebuilt By Humans","Won't Let Go","3:34","3","0","not-rated"
"Foo Fighters","Greatest Hits","Word Forward","3:47","1","0","not-rated"
"3","The End Is Begun (Special Edition)","The Word Is Born of Flame","3:25","23","undefined","never-rated"
"Foreign Beggars","The Uprising","Working Angles","2:56","1","0","not-rated"
"Imagine Dragons","Night Visions","Working Man","3:56","1","0","not-rated"
"Killswitch Engage","The End Of Heartache","World Ablaze","5:00","2","0","not-rated"
"Skindred","Babylon","World Domination","2:24","2","0","not-rated"
"Good Charlotte","AOL Sessions: Under Cover","The World Is Black","3:07","1","5","thumbs-up"
"Faith No More","The Very Best Definitive Ultimate Greatest Hits Collection (Digital) [Explicit]","The World Is Yours (2009 Remastered) [Explicit]","5:53","1","0","not-rated"
"Coheed & Cambria","Year Of The Black Rainbow","World Of Lines","3:17","9","0","not-rated"
"Ill Niño","Till Death, La Familia","World so Cold","3:38","2","0","not-rated"
"Krater","Krater OST","Worldmap","5:02","1","0","not-rated"
"Mushroomhead","The Righteous & The Butterfly","Worlds Collide","4:21","","0","not-rated"
"Breed 77","Cultura","World's On Fire","3:57","3","4",""
"Skindred","Kill the Power","Worlds On Fire","3:32","23","5","thumbs-up"
"A","Teen Dance Ordinance","Worst Thing That Can Happen","3:36","2","0","not-rated"
"Of Mice & Men","Restoring Force","Would You Still Be There","3:12","5","0","not-rated"
"BLØF","In Het Midden Van Alles","Wraak","3:42","","undefined","never-rated"
"Davenport Cabinet","Nostalgia In Stereo","Wrecking Ball","2:55","8","0","not-rated"
"Mushroomhead","XX","The Wrist","5:10","2","0","not-rated"
"Mushroomhead","XX (UK Version with 2 bonus tracks)","The Wrist","5:09","2","0","not-rated"
"Mushroomhead","XX (UK Version with 2 bonus tracks)","The Wrist","5:32","","undefined","never-rated"
"Newton Faulkner","Write It On Your Skin (Deluxe Edition)","Write It On Your Skin","3:14","5","0","not-rated"
"Newton Faulkner","Write It On Your Skin (Deluxe Edition)","Write It On Your Skin (Acoustic Version)","4:22","2","0","not-rated"
"The Dear Hunter","Act III: Life And Death","Writing On A Wall","1:38","62","undefined","never-rated"
"Plan B","The Defamation Of Strickland Banks","Writing's On The Wall","3:43","2","0","not-rated"
"Linkin Park","Reanimation","Wth>You","4:13","12","4",""
"Eminem","Recovery [Explicit]","W.T.P. [Explicit]","3:59","1","0","not-rated"
"System Of A Down","Toxicity","X","1:59","9","0","not-rated"
"Linkin Park","Reanimation","X-Ecutioner Style","1:50","13","0","not-rated"
"Mushroomhead","XX (UK Version with 2 bonus tracks)","Xeroxed","2:57","4","0","not-rated"
"Breed 77","Un Encuentro","Ya Lo Ves","4:50","1","0","not-rated"
"Pearl Jam","Rearviewmirror: Greatest Hits 1991-2003","Yellow Ledbetter","5:03","","undefined","never-rated"
"Unquote","Reverberation Box","Yellow Warrior (feat. Lung)","4:37","","undefined","never-rated"
"Mikolai Stroinski","The Witcher 3: Wild Hunt - Official Soundtrack","Yes, I Do...","1:34","4","0","not-rated"
"Fink","Perfect Darkness","Yesterday Was Hard On All Of Us","4:55","1","0","not-rated"
"Maximum The Hormone","Yoshu Fukushu","Yoshu Fukushu","5:13","9","5","thumbs-up"
"Breaking Benjamin","Phobia","You","3:21","3","undefined","never-rated"
"Kendrick Lamar","To Pimp A Butterfly","E  You Ain't Gotta Lie (Momma Said)","4:01","2","undefined","never-rated"
"Disclosure","Settle (Deluxe)","You & Me (feat. Eliza Doolittle)","4:57","","0","not-rated"
"Disclosure","Flume: Deluxe Edition","You & Me (Flume Remix) [feat. Eliza Doolittle]","4:43","5","5","thumbs-up"
"Iwan Rheon","Bang!Bang! - EP","You Are in Me","3:45","1","0","not-rated"
"Royal Blood","Royal Blood","You Can Be So Cruel","2:44","5","undefined","never-rated"
"Skindred","Shark Bites and Dog Fights","You Can't Stop It","3:54","1","0","not-rated"
"Guano Apes","Planet Of The Apes (Best Of)","You Can't Stop Me","3:08","2","0","not-rated"
"The Hives","The Black & White Album","You Dress Up for Armageddon","3:09","1","0","not-rated"
"Radiohead","The Best Of [Explicit]","You [Explicit]","3:29","1","0","not-rated"
"Breaking Benjamin","Phobia","You Fight Me","3:12","1","undefined","never-rated"
"Bon Jovi","Crossroad","You Give Love A Bad Name","3:45","6","4",""
"Eskmo","Eskmo","You Go, I See That","1:55","3","0","not-rated"
"Queens of the Stone Age","Lullabies To Paralyze","""You Got A Killer Scene There, Man...""","4:57","1","0","not-rated"
"The Hives","The Black & White Album","You Got It All... Wrong","2:43","1","0","not-rated"
"Coheed and Cambria","The Color Before The Sun","E  You Got Spirit, Kid","4:11","5","5","thumbs-up"
"Florence + The Machine","Until Now","You Got the Love (Mark Knight Remix)","8:09","1","0","not-rated"
"Groove Armada","Little Black Book","You Got To","7:30","","undefined","never-rated"
"Alanis Morissette","Jagged Little Pill (Remastered)","You Learn (2015 Remastered)","3:59","1","undefined","never-rated"
"Simply Red","The Greatest Hits 25","You Make Me Feel Brand New","5:05","13","0","not-rated"
"Of Mice & Men","Restoring Force","You Make Me Sick","3:21","4","0","not-rated"
"Aloe Blacc","Good Things","You Make Me Smile","3:29","17","5","thumbs-up"
"Ed Sheeran","+","You Need Me, I Don't Need You","3:41","6","0","not-rated"
"Alanis Morissette","Jagged Little Pill (Remastered)","E  You Oughta Know (2015 Remastered)","4:09","4","undefined","never-rated"
"Alanis Morissette","Jagged Little Pill (Remastered)","E  You Oughta Know (Jimmy The Saint Blend)/Your House (A Capella) [2015 Remastered]","8:11","1","undefined","never-rated"
"Arctic Monkeys","Whatever People Say I Am, That's What I'm Not","You Probably Couldn't See For The Lights But You Were Looking Straight At Me","2:11","2","0","not-rated"
"Gary Clark Jr.","Blak And Blu","You Saved Me","6:11","2","undefined","never-rated"
"Brand New","Daisy (iTunes Version)","You Stole","5:59","8","0","not-rated"
"The Strokes","Room On Fire","You Talk Way Too Much","3:05","2","0","not-rated"
"Queens Of The Stone Age","Songs For The Deaf","You Think I Ain't Worth a Dollar, But I Feel Like a Millionaire","3:13","6","0","not-rated"
"Brand New","The Devil And God Are Raging Inside Me (UK Version)","You Won't Know","5:41","9","1","thumbs-down"
